pname,society,colony,property_type,price_outer,price_per_sqft,possesion,description,Area,Total Floors,Facing,Property Age,furnishing,features,Overlooking,bedrooms,bathrooms,balconies,additional_room,area,zone,location,latitude,longitude
"3 BHK Flat in Ayodhya Bypass , Bhopal",archana parisar,ayodhya bypass,Flat,30.0,2400,Ready To Move,"Covered campus, 2 bore, Limited houses.","Carpet area: 1250
(116.13 sq.m.)  
sq.ft.",2.0,,1 to 5 Year Old,,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting']",Park/Garden,3,2,1, view floor plan,1250.0,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"4 Bedroom House for sale in Kalpana Nagar, Bhopal",kalpana nagar,piplani,House,54.9,3050,Ready To Move,"Good news for all! I want to sell a spacious 1000 sq. Ft., 4-Bhk duplex of my friend urgently. It is located near sonagiri, sundar nagar, ayodhya bypass road, bhopal.","Plot area 1000
(92.9 sq.m.)
Built Up area: 1800 sq.ft. (167.23 sq.m.)
Carpet area: 1600 sq.ft. (148.64 sq.m.)  
sq.ft.",2.0,South,10+ Year Old,,['Visitor Parking'],,4,4,1,Not Available,1800.0,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 BHK Flat in Govindpura, Bhopal",simran residency,govindpura,Flat,30.0,2875,Ready To Move,Residential apartment for sell.The property comes with a good construction quality which ages 10 years old propertylocated in govindpura.It is a unfurnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 2300000.Located on 3rd floor out of the 4,"Super Built up area 800
(74.32 sq.m.)  
sq.ft.",3.0,,10+ Year Old,"['2 Wardrobe', '1 Water Purifier', '4 Fan', '1 Exhaust Fan', '2 Geyser', '13 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']",,,2,2,2," pooja room,others",1043.48,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"4 Bedroom House for sale in Amrawad Khurd, Bhopal",amrawad khurd,awadhpuri,House,125.0,8928,Ready To Move,Spacious house Duplex for sale Plot 1400 sq ft (28 by 50) West facing 4 bedroom 2 lobby 1 shed room 3 bathroom 2 small stores,"Plot area 1400
(130.06 sq.m.)
Built Up area: 2400 sq.ft. (222.97 sq.m.)  
sq.ft.",2.0,West,5 to 10 Year Old,"['4 Bed', '2 Wardrobe', '6 Fan', '1 Sofa', '1 Exhaust Fan', '3 Geyser', '9 Light', '2 AC', '2 TV', '1 Curtains', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking']","Park/Garden,Main Road",4,3,2, study room,1400.09,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 BHK Flat in Bharat Nagar, Indrapuri, Bhopal",siddharth enclave,piplani,Flat,16.5,3273,Ready To Move,"Very good location , school market main road hotel hospital nera by","Carpet area: 504
(46.82 sq.m.)  
sq.ft.",3.0,East,10+ Year Old,,"['Security / Fire Alarm', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Internet/wi-fi connectivity']",Main Road,2,2,2,Not Available,504.12,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 BHK Flat in Ayodhya Bypass , Bhopal",agrawal sagar lakeview homes,ayodhya bypass,Flat,31.5,4144,Ready To Move,"Well maintained and fully occupied society will all required amenities i.E. Swimming pool, lift, security guard, cctv surveillance, garden, temple etc. It's already running on rent since beginning but condition of flat is very good","Super Built up area 1080
(100.34 sq.m.)
Carpet area: 760 sq.ft. (70.61 sq.m.)  
sq.ft.",3.0,,5 to 10 Year Old,"['4 Fan', '1 Exhaust Fan', '6 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",,2,2,2,Not Available,760.14,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"3 Bedroom House for sale in Awadhpuri, Bhopal",awadhpuri,awadhpuri,House,55.0,7857,Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 3 bhk house in awadhpuri, which is an ideal choice for a family. Constructed on a super built up area of 700 sq.Ft., this house comprises 3 bedrooms, 2 bathrooms and 1 balcony. Your vehicle(s) can be easily parked as this house comes with 1 covered and 1 open parking. This 10+ years old property is available for immediate possession as the house is ready to move. It is a freehold property. This spacious house can be all yours at an attractive price of 55 lac. The independent house is designed very well and will provide modern facilities such as park, maintenance staff and visitor parking. This independent house has access to clean 24*7 supply of water for its residents. This residential house is west-Facing direction. The well built vitrified flooring enhances the aesthetic appeal of this independent house. The vitrified flooring of this independent house is beautifully designed and helps to give it a pleasing look.","Plot area 700
(65.03 sq.m.)  
sq.ft.",2.0,West,10+ Year Old,"['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '5 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","Park/Garden,Main Road",3,2,1,Not Available,700.01,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 Bedroom House for sale in Ayodhya Bypass , Bhopal",ayodhya bypass,ayodhya bypass,House,25.0,4166,Ready To Move,Ayodhya nagar me,"Plot area 600
(55.74 sq.m.)
Carpet area: 600 sq.ft. (55.74 sq.m.)  
sq.ft.",1.0,East,0 to 1 Year Old,,"['Water Storage', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","Club,Main Road,Park/Garden",2,1,1," pooja room,study room,servant room,others",600.1,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 BHK Flat in Ayodhya Bypass , Bhopal",agrawal sagar lakeview homes,ayodhya bypass,Flat,40.0,3703,Ready To Move,2 bhk furnished flat with 2 covered balcony and with terrace exclusive rights .,"Super Built up area 1080
(100.34 sq.m.)  
sq.ft.",6.0,,1 to 5 Year Old,"['3 Wardrobe', '3 Fan', '1 Geyser', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'False Ceiling Lighting', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",,2,2,2,Not Available,1080.21,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 BHK Flat in Ayodhya Bypass , Bhopal",prestine the homes,ayodhya bypass,Flat,27.5,2291,Ready To Move,This property is a 2bhk apartment with 2 bedrooms one with attached washroom (Western) 1 vehicle parking space(Both 2&4 wheeler) with a very friendly society and nice environment,"Super Built up area 1200
(111.48 sq.m.)
Carpet area: 800 sq.ft. (74.32 sq.m.)  
sq.ft.",1.0,North-East,1 to 5 Year Old,"['2 Fan', '1 Geyser', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Park', 'Security Personnel', 'Rain Water Harvesting']",,2,2,3,Not Available,1200.35,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"3 BHK Flat in Govindpura, Bhopal",govind garden,govindpura,Flat,29.0,2636,Ready To Move,"Prime location in govind garden, govindpura. Near to upcoming metro line, centrally located to bhopal as well as habibganj railway station. Near to airport, m.P.Nagar, aiims, punjabi bagh etc. Property located on raisen road near roshan hospital.","Carpet area: 1100
(102.19 sq.m.)  
sq.ft.",2.0,,10+ Year Old,,,,3,2,2,Not Available,1100.15,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"1 BHK Flat in Ayodhya Bypass , Bhopal",paras heights,ayodhya bypass,Flat,14.0,3111,Ready To Move,Mujhe flate sell karna hi jisme sabhi subhidha uplbhd hi cavered campus or lift subhida light watter supply agr rent pe dena hi to 4500 rs miljayega or tnc or rera aprubove hi kisi bank se lone ho jayega or location me people mall or best price sase best location hi,"Carpet area: 450
(41.81 sq.m.)  
sq.ft.",3.0,North-East,1 to 5 Year Old    View Construction Status,,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Rain Water Harvesting']","Park/Garden,Main Road",1,1,1, others,450.02,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"4 Bedroom House for sale in Patel Nagar, Bhopal",ibd raisina,patel nagar,House,65.0,6190,Ready To Move,Triple story makan available for sale good location,"Plot area 1050
(97.55 sq.m.)  
sq.ft.",2.0,West,1 to 5 Year Old    View Construction Status,"['1 Fan', '1 Geyser', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",['Water Storage'],,4,4,1,Not Available,1050.08,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"4 Bedroom House for sale in Sonagiri, Bhopal",sonagiri,piplani,House,85.0,8500,Ready To Move,Independent duplex Near to metro station Railway station Schools/college Temples Hospital Market place Stairs from outside for seperate area.,"Plot area 1000
(92.9 sq.m.)  
sq.ft.",2.0,East,1 to 5 Year Old,"['1 Exhaust Fan', '1 Washing Machine', '15 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Water Purifier']",['Water Storage'],,4,4,1, pooja room,1000.0,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"5 Bedroom House for sale in Ayodhya Bypass , Bhopal",raj minal residency,ayodhya bypass,House,92.0,11500,Ready To Move,"Looking for buyer to purchase our house/villa available for sale in bypass road, ayodhya. Available at price of rs 92 lacs. It has plot area of 800 sq ft. It has 5 bhk, 3 bathroom, 1 balcony.It is a freehold property","Plot area 800
(74.32 sq.m.)  
sq.ft.",2.0,,5 to 10 Year Old,,,,5,3,1,Not Available,800.0,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"5 Bedroom House for sale in Ayodhya Bypass , Bhopal",tirupati abhinav homes,ayodhya bypass,House,275.0,12500,Ready To Move,"An independent villa available for sale at an excellent location in ayodhya bypass nearby people's mall in bhopal. The independent villa is smartly planned with vastu principles. This ready to move individual villa is located in a covered campus with all the necessary amenities. What adds value to this villa is vastu principles, corner located, complete fall ceiling and many more....","Plot area 2200
(204.39 sq.m.)
Built Up area: 3600 sq.ft. (334.45 sq.m.)  
sq.ft.",,,1 to 5 Year Old,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Waste Disposal']","Pool,Club,Park/Garden,Main Road,Others",5,4,2,Not Available,2200.0,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"4 Bedroom House for sale in Old Subhash Nagar Colony, Bhopal",old shubhash nagar,govindpura,House,300.0,15706,Ready To Move,House available for sell,"Plot area 1910
(177.44 sq.m.)
Built Up area: 2500 sq.ft. (232.26 sq.m.)  
sq.ft.",1.0,West,10+ Year Old,,"['Water Storage', 'Visitor Parking']","Park/Garden,Main Road,Others",4,3,2," study room,others",1910.1,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"3 Bedroom House for sale in New Minal Residency, Bhopal",new minal residency,ayodhya nagar,House,99.0,7857,Ready To Move,"Spacious duplex for sale in the prime location of new minal, bhopal. This well-Designed property offer 1260 sq. Ft. Of built-Up area with a desirable west-Facing frontage. Located in a well-Connected and peaceful neighborhood, it ensures easy access to essential amenities. Available at an attractive price of 9900000, this home is perfect for comfortable family living or as a smart investment opportunity.""","Plot area 1260
(117.06 sq.m.)  
sq.ft.",,West,5 to 10 Year Old,"['3 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Internet/wi-fi connectivity', 'Rain Water Harvesting']",,3,3,2,Not Available,1260.02,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"8 Bedroom House for sale in Sonagiri, Bhopal",sonagiri,piplani,House,130.0,6500,Ready To Move,Near to market Corner property best for investment/ hostel Near to school Near to colleges Near to hospital Near to upcoming metro station Near to railway station Near to bus stop Near to upcoming fourlane highway,"Plot area 2000
(185.81 sq.m.)  
sq.ft.",2.0,West,10+ Year Old,,"['Private Garden / Terrace', 'Water Storage', 'Visitor Parking']",Park/Garden,8,4,2,Not Available,2000.0,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"3 Bedroom House for sale in Regal Town, Bhopal",crystal ideal city,awadhpuri,House,85.0,8673,Ready To Move,It's a good area and had good facility,"Plot area 980
(91.04 sq.m.)  
sq.ft.",2.0,North,5 to 10 Year Old,,['Park'],Main Road,3,3,1,Not Available,980.05,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 BHK Flat in Sector B Indrapuri, Bhopal",lig flat,piplani,Flat,30.0,4285,Ready To Move,"Situated in sector b indrapuri, bhopal, lig flat is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in bhopal is your opportunity to be a part of this community. The flat is over 700 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 3 floors in total and the flat for sale is located on the ground floor. This 10+ years old property is available for immediate possession as the project is ready to move. The flat consists of a big wash area at the back which is properly covered. It is a corner flat with secured entry. Open parking available.","Carpet area: 700
(65.03 sq.m.)  
sq.ft.",0.0,North,10+ Year Old,"['3 Bed', '3 Fan', '8 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Visitor Parking']",,2,2,0,Not Available,700.12,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 BHK Flat in Patel Nagar, Bhopal",archana balaji towers,patel nagar,Flat,28.0,3500,Ready To Move,Ground floor 2bhk comfort living & great rental returns!,"Super Built up area 800
(74.32 sq.m.)
Carpet area: 700 sq.ft. (65.03 sq.m.)  
sq.ft.",0.0,East,5 to 10 Year Old,"['4 Fan', '6 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Internet/wi-fi connectivity']",,2,2,2,Not Available,800.0,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"2 Bedroom House for sale in Ayodhya Bypass , Bhopal",new green city,ayodhya bypass,House,27.99,2591,Ready To Move,"Covered campus colony, in house borewell water, 24x7 electricity, near by schools, near by mall, near by market, near by hospital","Plot area 600
(55.74 sq.m.)
Carpet area: 1080 sq.ft. (100.34 sq.m.)  
sq.ft.",2.0,East,0 to 1 Year Old,"['54 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['False Ceiling Lighting', 'Water Storage', 'Natural Light', 'Airy Rooms']",Others,2,2,2,Not Available,1080.28,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
"3 Bedroom House for sale in Patel Nagar, Bhopal",patel nagar,patel nagar,House,56.9,4064,Under Construction,"Available for sale: A 710 sq. Ft., park-Facing, furnished, new duplex located in an exclusive gated community near gayatri hospital, patel nagar, bhopal. The property enjoys a prime location within walking distance of raisen road. Asking price: 64.90 lakhs. Ready possession price: 62.90 lakhs. Under construction price: 56.90 lakhs. Financing is available through hdfc and lic bank only.","Plot area 710
(65.96 sq.m.)
Built Up area: 1400 sq.ft. (130.06 sq.m.)
Carpet area: 1200 sq.ft. (111.48 sq.m.)  
sq.ft.",2.0,West,,"['1 Exhaust Fan', '30 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",Park/Garden,3,3,1,Not Available,1400.1,East Bhopal (BHEL & Industrial Belt),East Bhopal (BHEL & Industrial Belt),23.2985,77.4326
