pname,society,price_outer,price_per_sqft,possesion,description,Area,Total Floors,Facing,Property Age,furnishing,features,Overlooking,bedrooms,bathrooms,balconies,additional_room,area
"6 Bedroom House for sale in Lalita Nagar, Bhopal",lalita nagar,100.0,3333,Ready To Move,"Lalita nagar is one of bhopal's most sought after destination for residential houses and this 6 bhk house in lalita nagar is your opportunity to be a part of this community. Constructed on a built up area of 3000 sq.Ft., this house comprises 6 bedrooms, 6 bathrooms and 2 balconies. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The price of this spacious independent house is 1 crore. The residents of this house enjoy a 24*7 access to clean water. This property faces the north direction.","Built Up area: 3000
(278.71 sq.m.)  
sq.ft.",1,North,1 to 5 Year Old,,,,6,6,2,Not Available,3000.3
"9 Bedroom House for sale in Punjabi Bagh, Bhopal",punjabi bagh,285.0,9500,Ready To Move,Most prime location very peaceful area,"Plot area 3000
(278.71 sq.m.)
Built Up area: 5200 sq.ft. (483.1 sq.m.)  
sq.ft.",2,East,10+ Year Old,,"['Water Storage', 'Visitor Parking']",Main Road,9,7,2,Not Available,3000.0
"3 Bedroom House for sale in Katara Hills, Bhopal",signature 360,73.0,7934,Ready To Move,"Covered and secured premium township.Full of amenities.Connected with public metro,aiims, university is only 3.5km far.","Plot area 920
(85.47 sq.m.)  
sq.ft.",2,West,5 to 10 Year Old,"['2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,3,3,1,Not Available,920.09
"5 Bedroom House for sale in Ravidas Nagar, Bhopal",ravidas nagar,130.0,2888,Ready To Move,"We have a house/villa available for sale in ravidas nagar, hoshiarpur. Available at price of rs 1.3 crores. It has plot area of 4500 sq ft. It has 5 bhk, 3 bathroom, balcony.It is a freehold property","Plot area 4500
(418.06 sq.m.)  
sq.ft.",2,NA,5 to 10 Year Old,,,,5,3,0,Not Available,4501.39
"5 Bedroom House for sale in Lakherapura, Bhopal",lakherapura,180.0,21176,Ready To Move,"I have a house/villa available for sale in lakherapura, bhopal. Available at price of rs 1.8 crores. It has plot area of 850 sq ft. It has 5 bhk, 3 bathroom, 1 balcony.It is a freehold property","Plot area 850
(78.97 sq.m.)  
sq.ft.",3,NA,5 to 10 Year Old,,,,5,3,1,Not Available,850.02
"4 Bedroom House for sale in Hazrat Nizamuddin Colony, Bhopal",hazrat nizamuddin colony,70.0,8333,Ready To Move,"2140= 840 sqft house bechna hai location saleha parisar phase 2, kamla nagar, nizamuddin colony, indrapuri hai Ghar ground + first floor hai modular kitchen with chimney, false ceiling, ek bathroom me bathtub or western toilet seat hai gharme ek room me ladies kapdo ka collection business hai or ghar rent pe dena chahe to 30,000 rent aa sakta hai or collection se income alag hai interested buyers call ya msg kare","Plot area 840
(78.04 sq.m.)
Built Up area: 1680 sq.ft. (156.08 sq.m.)  
sq.ft.",2,NA,10+ Year Old,"['1 Water Purifier', '6 Fan', '1 Geyser', '30 Light', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine']","['Security / Fire Alarm', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Waste Disposal']",Main Road,4,3,1,Not Available,840.03
"2 Bedroom House for sale in Sourabh Colony, Bhopal",sourabh colony,30.0,3333,Ready To Move,"Looking to buy an independent house in bhopal? Do check out this 2 bhk house in sourabh colony, which is an ideal choice for a family. The floor plan additionally contains 2 bedrooms, 2 bathrooms and 2 balconies. All in all, the independent house is spread over a built up area of 900 sq.Ft. This 1-5 years old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 30 lac.","Built Up area: 900
(83.61 sq.m.)
Carpet area: 800 sq.ft. (74.32 sq.m.)  
sq.ft.",1,NA,,,,,2,2,2,Not Available,900.09
"4 Bedroom House for sale in Awadhpuri, Bhopal",awadhpuri,130.0,7222,Ready To Move,1800sqft = 40 x 45 sqft plot size 1 km from bus stop 1.5 kms from awadhpuri chowk 300 mtrs from 4 lane bda road Price negotiable Urgent selling required,"Plot area 1800
(167.23 sq.m.)
Built Up area: 1200 sq.ft. (111.48 sq.m.)  
sq.ft.",0,West,10+ Year Old,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']","Park/Garden,Main Road",4,4,0,Not Available,1800.06
"3 Bedroom House for sale in Bypass Road, Bhopal",dwarkadheesh gokuldham,45.0,6250,Ready To Move,Additional fabrication work done,"Plot area 720
(66.89 sq.m.)  
sq.ft.",2,West,5 to 10 Year Old,,,,3,3,1,Not Available,720.0
"3 Bedroom House for sale in Ayodhya Bypass , Bhopal",bhel nagar,65.0,4333,Ready To Move,Less than km from ayodhya bypass (06 lanes) road Groceries and big vegetable market in close vicinity Good famous restaurants Co-Ed st paul school at walking distance Private hospitals nearby Good engineering colleges within 05 kms,"Plot area 1500
(139.35 sq.m.)  
sq.ft.",1,West,10+ Year Old,,,,3,3,0, store room,1500.12
"7 Bedroom House for sale in Jhagariya Khurd, Bhopal",sage suncity,105.0,3750,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 7 bhk house for sale in jhagariya khurd, a well-Planned and well-Connected locality in bhopal. Containing 7 bedrooms, 5 bathrooms , this independent house is spread over a built up area of 2800 sq.Ft. Being a ready to move house, you can expect immediate possession of this 5-10 years old property. The nature of ownership of this independent house is freehold. This independent house is available at an attractive price of 1.05 crore.","Built Up area: 2800
(260.13 sq.m.)  
sq.ft.",1,NA,,,,,7,5,0,Not Available,2800.0
"3 Bedroom House for sale in Hoshangabad Road, Bhopal",fortune soumya heritage,63.0,7500,Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 3 bhk house for sale in hoshangabad road, a well-Connected locality within bhopal. The house has over super built up area of 840 sq.Ft. And comes with 3 bedrooms, 3 bathrooms and 1 balcony. Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. This independent house is available at an attractive price of 63 lac. You enjoy a 24*7 water supply in your house. This independent house is facing the west direction.","Plot area 840
(78.04 sq.m.)
Carpet area: 1580 sq.ft. (146.79 sq.m.)  
sq.ft.",2,West,5 to 10 Year Old    View Construction Status,,,,3,3,1,Not Available,840.0
"6 Bedroom House for sale in Kolar Road, Bhopal",sarvadharm colony,196.0,8166,Ready To Move,Description 6 rooms 6 bathrooms 2 halls 2 balcony South facing (Lekin purra vastu ke hissab se bana hua hai) Car 3 + Gardern bhi hai samney Boaring bhi hai 120 feet ki Paani ki tanki bhi hai badiya Aur kolar 6 lane road se sirf 50 mtr andar babu ki kutiya ke pass aur achi society mai hai vilaa,"Plot area 2400
(222.97 sq.m.)  
sq.ft.",2,NA,10+ Year Old,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",Main Road,6,6,2," pooja room,study room,servant room,others",2400.2
"7 Bedroom House for sale in Peer Gate Area, Bhopal",peer gate area,300.0,10714,Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 7 bhk house for sale in peer gate area, bhopal seems to be an ideal choice for a peaceful abode for a family. The house has over built up area of 2800 sq.Ft. And comes with 7 bedrooms, 7 bathrooms . As the property is already ready to move, so you can easily move into this 0-1 year old house. This house is owned under freehold contract. By paying just 3 crore, you can become the proud owner of this independent house.","Built Up area: 2800
(260.13 sq.m.)  
sq.ft.",1,NA,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,7,7,0,Not Available,2800.07
"3 Bedroom House for sale in Bairagarh, Bhopal",bairagarh,40.0,5925,Ready To Move,"On the lookout for a spacious house in bhopal? Go for this 3 bhk house for sale in bairagarh, a well-Connected locality within bhopal. Containing 3 bedrooms, 3 bathrooms , this independent house is spread over a built up area of 675 sq.Ft. As the property is already ready to move, so you can easily move into this 0-1 year old house. This house is owned under freehold contract. This independent house is available at an attractive price of 40 lac.","Built Up area: 675
(62.71 sq.m.)  
sq.ft.",1,NA,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,3,3,0,Not Available,675.11
"3 Bedroom House for sale in Jahangirabad, Bhopal",jahangirabad,290.0,16192,Ready To Move,"Wishing to settle down in an individual house with your family? This well-Built and spacious 3 bhk house for sale in jahangirabad, bhopal seems to be an ideal choice for a peaceful abode for a family. The house has over carpet area of 1800 sq.Ft. And comes with 3 bedrooms, 3 bathrooms and 1 balcony. This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 2.9 crore.","Carpet area: 1800
(167.23 sq.m.)  
sq.ft.",2,NA,,,,,3,3,1,Not Available,1791.01
"3 Bedroom House for sale in Samardha, Bhopal",sage milestone,100.0,4166,Ready To Move,"Home is an emotion consisting of safety, warmth, peace and serenity. It is a place where you feel the most like you belong","Plot area 1100
(102.19 sq.m.)
Carpet area: 2400 sq.ft. (222.97 sq.m.)  
sq.ft.",2,NA,0 to 1 Year Old,,,,3,3,2,Not Available,2400.38
"4 Bedroom House for sale in Mandideep, Bhopal",mandideep,20.0,2151,Ready To Move,"This 4 bhk house for sale in mandideep is an ideal abode for a family. Even better, it is situated in one of the prominent localities of bhopal. Containing 4 bedrooms, 2 bathrooms , this independent house is spread over a built up area of 930 sq.Ft. This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. This spacious house can be all yours at an attractive price of 20 lac.","Built Up area: 930
(86.4 sq.m.)  
sq.ft.",1,NA,,,,,4,2,0,Not Available,929.8
"4 Bedroom House for sale in Awadhpuri, Bhopal",awadhpuri,95.0,7600,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 4 bhk house for sale in awadhpuri, a well-Planned and well-Connected locality in bhopal. This house occupies a built up area of 1250 sq.Ft. And contains 4 bedrooms, 5 bathrooms . Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. The property is available for sale at a competitive price of 95 lac.","Built Up area: 1250
(116.13 sq.m.)  
sq.ft.",2,NA,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,4,5,0,Not Available,1250.0
"6 Bedroom House for sale in Idgah Hills, Bhopal",idgah hills,350.0,8750,Ready To Move,"Planning to buy an individual house in bhopal. Then you should definitely check out this 6 bhk house for sale in idgah hills, a well-Planned and well-Connected locality in bhopal. Containing 6 bedrooms, 4 bathrooms , this independent house is spread over a built up area of 4000 sq.Ft. This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. The property is available for sale at a competitive price of 3.5 crore.","Built Up area: 4000
(371.61 sq.m.)  
sq.ft.",3,NA,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,6,4,0,Not Available,4000.0
"5 Bedroom House for sale in Katara Hills, Bhopal",katara hills,86.0,6880,Ready To Move,"Brand new house , constructed last year, garden facing, easily accessible - Less than 100 mtr from katara hills main road, additionally the house has borewell so the owner will never have to rely on water connection","Plot area 1250
(116.13 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.",3,West,0 to 1 Year Old,,"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal']","Main Road,Park/Garden",5,4,2,Not Available,1250.0
"7 Bedroom House for sale in Bagmugaliya, Bhopal",dilip nandgaon,65.0,6632,Ready To Move,"Covered campus with secuirty guard, 3 kw solar panel installed, 5000 lt underground water tank,3 car parking space, all sides open,","Plot area 980
(91.04 sq.m.)
Built Up area: 2000 sq.ft. (185.81 sq.m.)  
sq.ft.",3,West,5 to 10 Year Old,"['5 Bed', '7 Fan', '1 Fridge', '1 Sofa', '2 Geyser', '1 Washing Machine', '20 Light', '1 AC', '2 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Stove', 'No Wardrobe', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage']",Park/Garden,7,3,2,Not Available,980.1
"5 Bedroom House for sale in Barkhedi, Bhopal",barkhedi,130.0,6500,Ready To Move,Road facing property with residential\commercial use,"Plot area 2000
(185.81 sq.m.)  
sq.ft.",2,NA,5 to 10 Year Old,,"['Water Storage', 'Visitor Parking']",,5,2,2,Not Available,2000.0
"2 Bedroom House for sale in Neelbad, Bhopal",neelbad,50.0,3834,Ready To Move,"Check out this 2 bhk house for sale in neelbad, a popular residential locality that contains many of the in-Demand properties in bhopal. Constructed on a carpet area of 1304 sq.Ft., this house comprises 2 bedrooms, 2 bathrooms and 1 balcony. Another added advantage of this 5-10 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of this spacious independent house is 50 lac.","Carpet area: 1304
(121.15 sq.m.)  
sq.ft.",1,NA,,,,,2,2,1,Not Available,1304.12
"4 Bedroom House for sale in Katara Hills, Bhopal",mp housing board,130.0,7029,Ready To Move,Its a corner plot.. Airy and good neighbourhood.. Close to city and aiims bhopal,"Plot area 112.5
Built Up area: 171.83 sq.m.  
sq.m.",,West,5 to 10 Year Old,,"['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",Park/Garden,4,3,3,Not Available,1849.48
"3 Bedroom House for sale in Semri Kalan, Bhopal",chitrance sai vihar,40.0,5063,Under Construction,Urgent sale house 3bhk full luxury house,"Plot area 790
(73.39 sq.m.)  
sq.ft.",2,North-East,Under Construction,,,,3,3,2,Not Available,790.05
"5 Bedroom House for sale in Akashganga Colony, Bhopal",akashganga colony,150.0,12396,Ready To Move,"Property is at the great location, temple is front of the house and hospital is present nearby","Plot area 1210
(112.41 sq.m.)
Built Up area: 3420 sq.ft. (317.73 sq.m.)  
sq.ft.",3,South,1 to 5 Year Old,"['6 Fan', '1 Exhaust Fan', '27 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'Water Storage']","Park/Garden,Main Road",5,6,3,Not Available,1210.07
