society,colony,property_type,price,price_per_sqft,Total Floors,Facing,bedrooms,bathrooms,balconies,mainarea,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
kolar road,kolar road,House,155.0,7750,1.0,,3,3,0,2000.0,0,0,0,0,0,0,1,9,Green View Homes
chinarr sapphire,bawadia kalan,Flat,56.0,3733,3.0,East,3,2,1,1500.0,0,0,0,0,1,0,0,17,Road Facing Homes
hinotiya alam,salaiya,House,48.0,6400,2.0,West,3,4,1,750.0,1,1,1,1,0,0,1,105,Road Facing Homes
apollo paradise,bawadia kalan,Flat,40.0,5970,3.0,East,2,2,1,670.0,0,0,0,0,0,0,2,55,Road Facing Homes
10 no stop arera colony,arera colony,House,1549.98,34444,2.0,East,10,9,2,4500.0,1,1,1,1,0,0,2,118,Green View Homes
shriram sai parisar,khajuri kalan,Flat,23.99,2666,1.0,East,2,2,1,900.0,0,0,0,0,0,0,1,3,Road Facing Homes
c sector,shahpura,House,44.0,5641,2.0,,4,4,2,780.0,0,0,0,0,0,0,0,16,Road Facing Homes
geet mohini flats,ayodhya bypass,Flat,6.1,2479,0.0,,1,1,0,246.0,0,0,0,0,0,0,1,0,Road Facing Homes
paras heights,ayodhya bypass,Flat,25.43,2368,3.0,,3,2,3,1074.0,0,0,0,0,0,0,1,19,Green View Homes
banjari dussehra maidan,kolar road,House,185.0,12333,1.0,West,3,3,1,1500.0,0,0,0,0,0,0,1,3,Road Facing Homes
green meados,central bhopal,House,325.0,15476,3.0,North,5,5,1,2100.0,0,0,0,0,0,0,1,16,Green View Homes
paras heights,ayodhya bypass,Flat,30.0,2921,6.0,,2,2,2,1027.0,0,0,0,0,0,0,1,19,Green View Homes
veer apartment,bawadia kalan,Flat,150.0,12500,4.0,,3,3,3,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
soumya evergreen ews,kolar road,Flat,19.0,3275,0.0,,2,2,0,580.0,0,0,0,0,0,0,1,0,Road Facing Homes
my city,outside bhopal,House,110.0,6111,2.0,,4,2,2,1800.0,0,0,0,0,0,0,1,0,Road Facing Homes
shiv angan,salaiya,Flat,58.0,3222,4.0,,3,3,2,1800.0,0,0,0,0,0,0,1,28,Green View Homes
swadesh orchard valley,kolar road,Flat,64.0,5818,3.0,East,3,2,1,1100.0,0,0,0,0,0,0,1,41,Green View Homes
rishikesh nirmaan the bellaire mint,gandhinagar,Flat,45.0,3214,3.0,West,3,2,2,1400.0,0,0,0,0,0,0,1,52,Green View Homes
abhyudayam janki residency,salaiya,House,128.88,8888,2.0,East,4,3,2,1450.0,0,0,0,0,0,0,1,13,Road Facing Homes
khajurkalan,awadhpuri,House,119.31,7954,2.0,West,3,3,1,1500.0,0,0,0,1,0,0,1,31,Green View Homes
bairagarh,bairagarh,House,48.0,8000,1.0,,2,2,2,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
vagyashree vally,bhopal,House,44.99,4090,2.0,,6,6,2,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
lakhumal nikhil nestles,hoshangabad road,Flat,49.98,3076,6.0,North,3,3,3,1625.0,1,0,0,1,0,0,0,76,Amenity Facing Homes
sai homes,lalgathi,Flat,33.99,3777,1.0,North,4,3,1,900.0,0,0,0,0,0,0,1,6,Road Facing Homes
agrawal sagar golden palm,katara hills,Flat,25.0,3571,0.0,,2,2,1,700.0,0,0,0,0,0,0,1,48,Amenity Facing Homes
karond chouraha,karond,House,199.98,5405,3.0,East,10,8,3,3700.0,0,0,0,0,0,0,1,17,Road Facing Homes
housing board colony,shahjahanabad,House,125.0,12500,2.0,,5,4,1,1000.0,0,0,0,0,0,0,1,16,Amenity Facing Homes
goyal flats,shahjahanabad,Flat,27.0,3600,2.0,,2,2,2,750.0,0,0,0,0,0,0,1,8,Road Facing Homes
kalpataru galaxy towers,bawadia kalan,Flat,125.57,6976,6.0,,4,4,3,1800.0,0,0,0,0,0,0,1,18,Green View Homes
chinaar fortune city,hoshangabad road,Flat,45.0,4891,1.0,East,3,2,1,920.0,0,0,0,0,0,0,1,58,Green View Homes
amaltas westminster,ayodhya bypass,Flat,40.0,4000,4.0,,3,2,1,1000.0,0,0,0,0,0,0,1,49,Amenity Facing Homes
panchwati colony,lalgathi,House,64.99,7462,3.0,,4,3,2,871.0,0,0,0,0,0,0,1,27,Amenity Facing Homes
adarsh colony,bhopal,House,125.72,7395,2.0,East,4,2,2,1700.0,0,0,0,0,0,0,1,12,Road Facing Homes
kaushal apartment,peer gate area,Flat,35.0,4861,4.0,East,2,2,1,720.0,0,0,0,0,0,0,2,18,Road Facing Homes
awadhpuri,awadhpuri,House,90.0,7200,3.0,West,6,4,3,1250.0,1,0,0,1,0,0,1,12,Amenity Facing Homes
paraspar colony,bhopal,House,102.53,7457,2.0,West,3,3,2,1375.0,0,0,0,0,0,0,1,0,Road Facing Homes
mansa builders vaidyanath city,karond,House,140.02,5834,2.0,,5,5,3,2400.0,0,0,0,0,1,0,1,0,Road Facing Homes
macker silver estate vertica,katara hills,Flat,109.99,4515,6.0,,3,3,2,2436.0,0,0,0,1,0,0,0,38,Amenity Facing Homes
soumya parklands,awadhpuri,Flat,23.65,2750,3.0,East,3,2,2,860.0,0,0,0,0,1,0,1,61,Road Facing Homes
indra vihar colony,lalgathi,House,100.0,10000,3.0,,5,5,0,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
mahakali society,shahpura,House,183.33,8333,1.0,East,3,3,1,2200.0,0,0,0,0,0,0,1,7,Green View Homes
aradhana nagar,central bhopal,House,199.99,8333,2.0,North,8,6,1,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
rasuliya pathar,bhopal,House,25.0,3125,1.0,East,2,2,1,800.0,0,0,0,0,0,0,1,5,Road Facing Homes
raunak apartment,bhopal,Flat,25.0,5399,1.0,,2,1,1,463.0,0,0,0,0,0,0,1,12,Green View Homes
aakar canal kinship,bawadia kalan,Flat,52.0,4860,6.0,,2,2,2,1070.0,0,0,0,0,0,0,1,25,Green View Homes
sahara states,hoshangabad road,House,54.99,4122,1.0,,2,2,0,1334.0,0,0,0,0,0,0,1,16,Road Facing Homes
siddhartha enclave,ayodhya nagar,Flat,16.5,2640,3.0,East,2,2,1,625.0,0,0,0,0,0,0,1,24,Green View Homes
fast track heavens life,katara hills,House,101.25,5625,2.0,East,3,3,1,1800.0,0,0,0,0,0,0,0,15,Green View Homes
sterling globe grand,hoshangabad road,Flat,42.0,3134,2.0,East,3,2,2,1340.0,0,0,0,0,1,0,1,40,Green View Homes
ishaan vista,kolar road,House,40.0,6666,1.0,,4,3,1,600.0,0,0,0,0,0,0,1,13,Amenity Facing Homes
samara gold,bawadia kalan,Flat,93.0,5027,7.0,East,4,4,3,1850.0,0,0,0,0,0,0,1,97,Premium Scenic Homes
agrawal sagar lakeview homes,ayodhya bypass,Flat,36.0,3333,4.0,,2,2,0,1080.0,0,0,0,0,0,0,1,49,Amenity Facing Homes
aakriti greens,salaiya,Flat,29.99,2654,1.0,,2,2,1,1130.0,0,0,0,0,0,0,1,30,Amenity Facing Homes
ganga nagar apartment,bhopal,Flat,49.99,5861,9.0,North-East,3,2,2,853.0,0,0,0,0,1,0,1,27,Premium Scenic Homes
rusalli,karond,House,55.55,5555,2.0,,4,2,1,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
sai ram colony sai mandir,bhopal,House,34.99,4166,1.0,South-East,1,2,1,840.0,1,0,0,1,0,0,1,3,Road Facing Homes
ripl maple tree,gandhinagar,Flat,44.8,3200,6.0,,3,2,2,1400.0,0,0,0,1,0,0,2,39,Amenity Facing Homes
deep apartment,ashoka garden,Flat,25.0,4310,1.0,,2,2,1,580.0,0,0,0,0,0,0,1,0,Road Facing Homes
1100 quarters arera colony,arera colony,House,164.99,9166,2.0,East,5,4,2,1800.0,1,0,0,1,0,0,1,22,Green View Homes
covered campus,kolar road,Flat,26.0,3631,2.0,North-East,2,2,2,716.0,0,0,0,0,0,0,0,41,Road Facing Homes
vishnu hitech city,bawadia kalan,Flat,54.99,3666,4.0,,3,3,2,1500.0,0,0,0,0,0,0,0,53,Green View Homes
kolar,kolar road,House,106.25,6250,1.0,East,3,3,1,1700.0,1,0,0,1,1,0,2,34,Amenity Facing Homes
lakhumal nikhil nestles,hoshangabad road,Flat,39.11,4117,6.0,North-East,2,2,2,950.0,0,0,0,0,0,1,2,104,Amenity Facing Homes
signature 360,katara hills,Flat,23.5,3134,1.0,North-East,2,2,2,750.0,0,0,0,0,0,0,1,43,Amenity Facing Homes
chunabhatti,chuna bhatti,House,270.0,10000,2.0,East,4,4,2,2700.0,1,0,0,1,1,0,1,22,Green View Homes
salaiya,salaiya,House,124.99,10416,2.0,,4,3,2,1200.0,0,0,0,0,0,0,1,9,Green View Homes
essarjee the new fort,bhopal,Flat,28.0,4666,1.0,,2,1,1,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
mahendra square,bawadia kalan,Flat,49.9,6472,1.0,East,2,2,2,771.0,0,0,0,0,0,0,2,46,Amenity Facing Homes
centurion sky,katara hills,Flat,18.28,2539,3.0,North,2,2,2,720.0,0,0,0,0,0,0,1,41,Amenity Facing Homes
,ayodhya bypass,Flat,65.0,4333,0.0,,3,3,0,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
haidar manzil,lalgathi,Flat,25.0,3571,3.0,,2,2,1,700.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagh umrao dulha,bhopal,House,124.99,10416,3.0,,11,11,2,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
chanakyapuri,chuna bhatti,House,150.0,10000,2.0,,3,4,2,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,awadhpuri,House,44.0,5500,1.0,North-East,2,2,0,800.0,0,0,0,0,0,0,1,12,Amenity Facing Homes
asnani spring valley dew,katara hills,Flat,38.0,6119,1.0,,2,2,2,621.0,0,0,0,0,0,0,1,25,Road Facing Homes
sagar royal villas,bagmugaliya,House,44.99,4285,5.0,,3,2,0,1050.0,0,0,0,0,0,0,1,102,Green View Homes
swadesh red square,misrod,House,174.99,11666,2.0,,4,3,3,1500.0,0,0,1,0,0,0,1,28,Green View Homes
nirupam royal palms,hoshangabad road,Flat,20.0,2882,6.0,,2,2,1,694.0,0,0,0,0,0,0,1,45,Amenity Facing Homes
chitrance sai vihar,outside bhopal,House,40.0,5063,2.0,North-East,3,3,2,790.0,0,0,0,0,0,0,1,17,Green View Homes
royal estate,kolar road,House,65.0,6500,2.0,South,3,2,1,1000.0,0,0,0,0,0,0,1,19,Road Facing Homes
shakti nagar,habib ganj,House,200.0,13333,2.0,South,3,3,1,1500.0,1,0,0,1,0,0,1,9,Green View Homes
sahib prithvi courtyard,mandideep,House,74.99,4687,2.0,East,3,3,2,1600.0,0,0,0,0,0,0,1,29,Amenity Facing Homes
shivlok phase iii,khajuri kalan,Flat,10.0,2857,1.0,East,1,1,1,350.0,0,0,0,0,0,0,1,11,Amenity Facing Homes
sudha apartment,kolar road,Flat,19.99,3076,3.0,,1,1,1,650.0,0,0,0,0,0,0,1,0,Road Facing Homes
karond chouraha,karond,House,62.0,7750,2.0,East,5,3,1,800.0,1,0,0,1,0,0,1,4,Green View Homes
comfort green airport road,gandhinagar,House,180.94,9047,2.0,North-East,4,3,1,2000.0,0,0,0,1,0,0,1,14,Green View Homes
chinar dream ct,misrod,Flat,18.4,2000,3.0,East,3,2,1,920.0,0,0,0,0,0,0,1,102,Amenity Facing Homes
priyadarshini pristine,salaiya,House,91.53,6547,1.0,West,3,3,2,1398.0,1,1,1,1,0,0,2,146,Amenity Facing Homes
crystal ideal city,awadhpuri,House,74.99,8522,2.0,,3,4,1,880.0,0,0,0,0,0,0,1,12,Road Facing Homes
rohit nagar,bawadia kalan,House,114.99,7666,3.0,West,8,6,3,1500.0,0,0,0,1,0,0,1,4,Green View Homes
gomantika parisar,central bhopal,Flat,80.03,8922,1.0,East,2,2,1,897.0,0,0,0,0,0,0,1,25,Road Facing Homes
ashoka garden,ashoka garden,House,65.0,8666,1.0,,3,2,1,750.0,0,0,0,0,0,0,1,27,Road Facing Homes
agrawal sagar pearl,hoshangabad road,House,253.62,14090,2.0,East,4,4,2,1800.0,0,0,0,0,0,0,2,4,Amenity Facing Homes
ruchi lifescape,misrod,House,233.1,6856,2.0,North-East,5,6,3,3400.0,0,0,0,0,0,0,1,22,Amenity Facing Homes
sagar royal villas,bagmugaliya,Flat,34.99,2755,4.0,North,3,2,2,1270.0,0,0,0,0,0,0,0,53,Amenity Facing Homes
